Ticket ID,Customer Name,Customer Email,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Resolution,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Customer ID,Industry,Region,Company Size,Plan Type,Account Created Date,Usage Months,Total Active Days,Total Sessions,Total Product Actions,Average Collaborators,Average Integrations Used,First Month Sessions,Last Month Sessions,Session Trend per Month,Active Day Trend per Month,Sessions per Active Day,Actions per Session,Session Change Percent,First Response Time Parsed,Time to Resolution Parsed,Account Age Years,Resolution Hours Raw,Resolution Time Valid,Resolution Hours Clean,At Risk
1394,Katie Lewis,juliepeterson@example.com,20,Female,Trello,14-08-2021,Refund request,Cancellation request,Pending Customer Response,,Medium,Social media,01-06-2023 09:01,,,CUST03864,Technology,Australia & New Zealand,1-10,Free,2021-06-24,5,22,43,247,11.0,1.0,8,5,-0.6000000000000019,-0.5000000000000007,1.9545454545454546,5.744186046511628,-0.375,2023-06-01 09:01:00,,1.9356605065023955,,False,,1
1395,Tracy Bartlett,stephaniesanchez@example.com,61,Male,Jira,24-07-2021,Cancellation request,Email delivery problem,Pending Customer Response,,Critical,Email,31-05-2023 23:45,,,CUST06986,Healthcare,North America,11-50,Premium,2020-05-07,5,25,55,308,10.4,3.8,13,7,-1.3000000000000016,-0.8000000000000007,2.2,5.6,-0.46153846153846156,2023-05-31 23:45:00,,3.0636550308008212,,False,,1
1396,Mrs. Sarah Kaiser,stephanie85@example.org,36,Male,Jira,05-07-2020,Billing inquiry,Loading issue,Closed,Time letter consumer until claim go final.,Low,Phone,01-06-2023 21:46,31-05-2023 22:32,2.0,CUST06973,Technology,Europe,51-200,Standard,2020-04-20,5,23,51,338,11.0,2.8,12,7,-1.7000000000000015,-0.7000000000000002,2.217391304347826,6.627450980392157,-0.4166666666666667,2023-06-01 21:46:00,2023-05-31 22:32:00,3.1129363449691994,-23.233333333333334,False,,0
1397,Grace Scott,jessica01@example.org,55,Male,Jira,07-11-2020,Technical issue,Refund request,Open,,Critical,Chat,,,,CUST03454,Healthcare,Europe,501-1000,Standard,2020-08-12,5,53,117,673,11.4,2.4,25,20,-1.900000000000005,0.19999999999999848,2.207547169811321,5.752136752136752,-0.2,,,,,False,,0
1398,Donald Flores,moorelindsay@example.com,66,Male,Bitbucket,06-07-2020,Billing inquiry,Product compatibility,Closed,Star hold sport him worker.,Low,Phone,01-06-2023 05:05,01-06-2023 01:21,4.0,CUST05271,Government & Public Sector,North America,11-50,Premium,2019-03-22,5,120,225,950,11.6,4.2,45,45,-8.21005276782247e-15,-1.8999999999999995,1.875,4.222222222222222,0.0,2023-06-01 05:05:00,2023-06-01 01:21:00,4.1943874058863795,-3.7333333333333334,False,,0
1399,William Gallagher,amartinez@example.org,44,Other,Loom,13-09-2021,Cancellation request,Payment issue,Open,,Low,Email,,,,CUST00231,Technology,North America,201-500,Standard,2021-01-24,5,21,46,277,8.8,2.4,5,9,0.7999999999999986,0.10000000000000005,2.1904761904761907,6.021739130434782,0.8,,,,,False,,1
1400,David Watson,kross@example.net,52,Female,Bitbucket,28-11-2020,Refund request,Loading issue,Closed,Town audience before western.,Medium,Phone,01-06-2023 14:28,01-06-2023 20:28,2.0,CUST04267,Other,Asia-Pacific,201-500,Free,2020-10-01,5,23,43,270,10.2,0.4,9,9,0.09999999999999973,0.19999999999999957,1.8695652173913044,6.27906976744186,0.0,2023-06-01 14:28:00,2023-06-01 20:28:00,2.6639288158795345,6.0,True,6.0,1
1401,Darin Woods,usmith@example.com,68,Female,Jira,22-08-2020,Cancellation request,Account access,Open,,Critical,Chat,,,,CUST07570,Professional Services,Asia-Pacific,51-200,Free,2020-04-29,5,25,46,265,9.8,0.8,11,7,-1.0000000000000016,-0.7000000000000006,1.84,5.760869565217392,-0.36363636363636365,,,,,False,,1
1402,Amanda Waters,njones@example.org,65,Other,Confluence,28-05-2020,Refund request,Product compatibility,Pending Customer Response,,High,Email,01-06-2023 04:24,,,CUST05530,Professional Services,North America,201-500,Enterprise,2019-03-26,5,44,90,530,9.8,7.2,22,14,-1.3000000000000034,-0.9000000000000017,2.0454545454545454,5.888888888888889,-0.36363636363636365,2023-06-01 04:24:00,,4.183436002737851,,False,,1
1403,Michelle Ochoa,mattheweverett@example.net,60,Female,Confluence,08-04-2020,Technical issue,Email delivery problem,Open,,Medium,Phone,,,,CUST04845,Technology,Australia & New Zealand,51-200,Standard,2019-12-15,5,31,63,424,11.4,2.0,9,12,0.09999999999999859,0.2999999999999999,2.032258064516129,6.73015873015873,0.3333333333333333,,,,,False,,0
1404,John Goodman,gonzalezpaul@example.org,24,Other,Trello,27-01-2020,Refund request,Product recommendation,Open,,Low,Chat,,,,CUST02590,Technology,North America,11-50,Standard,2019-02-14,5,29,59,302,10.4,1.8,11,18,1.7999999999999994,0.7,2.0344827586206895,5.11864406779661,0.6363636363636364,,,,,False,,1
1405,Michael Ward,leejohn@example.com,22,Male,Confluence,27-08-2020,Product inquiry,Network problem,Open,,Critical,Social media,,,,CUST04413,Other,North America,501-1000,Standard,2020-01-08,5,28,54,337,11.8,2.6,14,13,-0.6000000000000011,-0.7000000000000011,1.9285714285714286,6.2407407407407405,-0.07142857142857142,,,,,False,,0
1406,Rebecca Mcdaniel,rileydan@example.org,61,Other,Confluence,26-09-2020,Billing inquiry,Installation support,Closed,Its toward race.,Medium,Email,01-06-2023 07:00,31-05-2023 23:59,4.0,CUST06278,Professional Services,Europe,1-10,Premium,2020-02-11,5,70,134,742,13.4,3.4,16,30,3.6999999999999984,2.199999999999999,1.9142857142857144,5.537313432835821,0.875,2023-06-01 07:00:00,2023-05-31 23:59:00,3.3018480492813143,-7.016666666666667,False,,0
1407,Karl Jones,jenniferweeks@example.net,18,Other,Loom,13-12-2020,Refund request,Email delivery problem,Open,,Critical,Email,,,,CUST03411,Education,Asia-Pacific,1-10,Standard,2020-03-01,5,58,118,592,9.6,1.0,27,20,-1.5000000000000024,-0.5000000000000001,2.0344827586206895,5.016949152542373,-0.25925925925925924,,,,,False,,1
1408,Brent Hunt,cantrelljasmine@example.net,28,Female,Trello,13-11-2020,Billing inquiry,Loading issue,Pending Customer Response,,Critical,Social media,01-06-2023 19:38,,,CUST01024,Education,Australia & New Zealand,201-500,Premium,2020-01-15,5,38,80,483,12.0,3.8,19,17,-0.7000000000000012,-0.40000000000000063,2.1052631578947367,6.0375,-0.10526315789473684,2023-06-01 19:38:00,,3.375770020533881,,False,,0
1409,Brittney Key,martintroy@example.org,24,Male,Jira,11-04-2021,Refund request,Account access,Pending Customer Response,,High,Social media,01-06-2023 11:05,,,CUST04781,Government & Public Sector,North America,51-200,Free,2020-01-30,5,12,28,159,7.0,0.6,11,1,-2.4000000000000012,-0.7000000000000002,2.3333333333333335,5.678571428571429,-0.9090909090909091,2023-06-01 11:05:00,,3.3347022587268995,,False,,1
1410,Martin Chang,richardkelley@example.net,62,Male,Bitbucket,01-12-2021,Technical issue,Display issue,Open,,Low,Chat,,,,CUST06257,Professional Services,North America,11-50,Free,2021-10-16,5,19,39,231,8.8,1.8,3,11,1.9999999999999998,0.9999999999999999,2.0526315789473686,5.923076923076923,2.6666666666666665,,,,,False,,0
1411,Elizabeth Edwards,howarddaniel@example.net,34,Female,Jira,23-01-2021,Technical issue,Email delivery problem,Open,,Low,Phone,,,,CUST02929,Professional Services,North America,51-200,Premium,2020-05-07,5,129,236,1672,16.8,3.8,45,47,0.39999999999999697,-2.626955444734103e-15,1.8294573643410852,7.084745762711864,0.044444444444444446,,,,,False,,0
1412,Michael Moreno,katherinewebb@example.com,32,Other,Trello,09-01-2020,Billing inquiry,Device compatibility issue,Closed,Happen describe scene majority ask.,Critical,Phone,01-06-2023 16:25,01-06-2023 21:49,5.0,CUST03952,Technology,Australia & New Zealand,201-500,Free,2019-03-29,5,26,48,304,8.4,1.8,9,6,-0.9000000000000009,-0.4,1.8461538461538463,6.333333333333333,-0.3333333333333333,2023-06-01 16:25:00,2023-06-01 21:49:00,4.175222450376454,5.4,True,5.4,0
1413,Stephanie Rodriguez,tdiaz@example.com,52,Other,Confluence,14-03-2021,Cancellation request,Integration,Pending Customer Response,,Medium,Phone,01-06-2023 12:34,,,CUST07196,Manufacturing,Australia & New Zealand,11-50,Standard,2020-12-01,5,35,65,318,10.8,2.2,14,13,0.5999999999999992,0.29999999999999954,1.8571428571428572,4.892307692307693,-0.07142857142857142,2023-06-01 12:34:00,,2.4969199178644765,,False,,1
1414,Isaiah Bernard,monica51@example.net,57,Female,Jira,26-05-2021,Billing inquiry,Software bug,Open,,Critical,Phone,,,,CUST05250,Education,Australia & New Zealand,11-50,Enterprise,2020-06-09,5,119,229,1383,13.2,5.8,45,42,-0.20000000000000415,0.7999999999999989,1.9243697478991597,6.039301310043668,-0.06666666666666667,,,,,False,,0
1415,Susan Maddox,karenwilson@example.net,27,Female,Jira,25-06-2021,Cancellation request,Display issue,Pending Customer Response,,High,Social media,01-06-2023 07:08,,,CUST03932,Other,Asia-Pacific,11-50,Premium,2021-04-09,5,56,101,617,13.0,4.4,20,15,-0.8000000000000043,-0.900000000000001,1.8035714285714286,6.108910891089109,-0.25,2023-06-01 07:08:00,,2.1437371663244353,,False,,1
1416,Joseph Oneal,james01@example.com,37,Male,Loom,01-11-2020,Billing inquiry,Product compatibility,Open,,Low,Chat,,,,CUST03142,Professional Services,Australia & New Zealand,201-500,Standard,2020-10-01,5,60,118,804,12.6,1.8,26,22,-1.1000000000000045,-1.6605844951928891e-15,1.9666666666666666,6.813559322033898,-0.15384615384615385,,,,,False,,0
1417,David Frost,fpatterson@example.net,67,Female,Jira,09-12-2021,Technical issue,Email delivery problem,Closed,Real chair commercial more everyone usually beyond.,Medium,Email,01-06-2023 18:03,01-06-2023 01:07,1.0,CUST02362,Media & Communications,Australia & New Zealand,51-200,Standard,2021-10-09,5,53,97,562,11.4,0.8,20,17,-0.40000000000000346,-0.3999999999999999,1.830188679245283,5.793814432989691,-0.15,2023-06-01 18:03:00,2023-06-01 01:07:00,1.6427104722792607,-16.933333333333334,False,,0
1418,Kristopher Garcia,bradleypaul@example.net,59,Male,Jira,14-02-2020,Cancellation request,Network problem,Closed,Throughout factor clear.,High,Email,01-06-2023 09:46,01-06-2023 03:07,5.0,CUST00743,Healthcare,Europe,51-200,Premium,2019-11-04,5,56,111,512,12.2,4.4,26,25,0.2999999999999958,0.5999999999999995,1.9821428571428572,4.612612612612613,-0.038461538461538464,2023-06-01 09:46:00,2023-06-01 03:07:00,3.572895277207392,-6.65,False,,1
1419,Maria Gonzalez,breanna18@example.net,63,Male,Bitbucket,17-02-2021,Cancellation request,Display issue,Pending Customer Response,,Medium,Social media,01-06-2023 16:44,,,CUST00785,Financial Services,Australia & New Zealand,201-500,Enterprise,2019-08-28,5,103,210,1011,12.0,5.4,45,44,0.3999999999999981,0.6999999999999981,2.0388349514563107,4.814285714285714,-0.022222222222222223,2023-06-01 16:44:00,,3.759069130732375,,False,,1
1420,Jennifer Payne,kristen27@example.org,43,Other,Jira,20-11-2021,Cancellation request,Product compatibility,Open,,Medium,Phone,,,,CUST04237,Healthcare,Asia-Pacific,51-200,Standard,2020-06-01,5,53,110,618,9.6,1.6,22,19,0.09999999999999765,-0.7000000000000006,2.0754716981132075,5.618181818181818,-0.13636363636363635,,,,,False,,1
1421,Michelle Mills,dberger@example.org,22,Other,Trello,25-06-2020,Billing inquiry,Loading issue,Pending Customer Response,,Low,Phone,01-06-2023 19:16,,,CUST01760,Professional Services,North America,51-200,Standard,2020-05-02,5,39,70,413,11.6,2.0,12,15,0.999999999999998,0.5999999999999995,1.794871794871795,5.9,0.25,2023-06-01 19:16:00,,3.080082135523614,,False,,0
1422,Jeremy Paul,juliegutierrez@example.net,40,Female,Confluence,23-05-2021,Refund request,Product compatibility,Open,,Low,Social media,,,,CUST03860,Government & Public Sector,Australia & New Zealand,1-10,Free,2020-08-06,5,24,43,264,9.8,0.2,8,6,-0.6000000000000009,-0.6000000000000003,1.7916666666666667,6.1395348837209305,-0.25,,,,,False,,1
1423,Alyssa Vazquez,davidburton@example.net,58,Other,Bitbucket,18-03-2020,Product inquiry,Product compatibility,Pending Customer Response,,Critical,Social media,01-06-2023 07:28,,,CUST01681,Manufacturing,Asia-Pacific,501-1000,Enterprise,2019-03-19,5,53,96,563,14.2,7.0,18,14,-0.3000000000000024,-0.4000000000000012,1.8113207547169812,5.864583333333333,-0.2222222222222222,2023-06-01 07:28:00,,4.202600958247776,,False,,0
1424,Lauren Glover,courtneygriffin@example.org,62,Male,Trello,06-05-2020,Refund request,Installation support,Open,,High,Social media,,,,CUST01434,Technology,Asia-Pacific,1-10,Free,2020-01-01,5,32,61,396,10.8,1.0,15,10,-0.9000000000000014,-0.6000000000000008,1.90625,6.491803278688525,-0.3333333333333333,,,,,False,,1
1425,Tyler Chambers,megan12@example.net,47,Male,Jira,06-01-2021,Technical issue,Payment issue,Pending Customer Response,,High,Social media,01-06-2023 16:05,,,CUST04931,Technology,North America,1-10,Standard,2020-01-05,5,25,50,237,8.4,2.0,7,9,-0.2000000000000007,-0.10000000000000046,2.0,4.74,0.2857142857142857,2023-06-01 16:05:00,,3.403148528405202,,False,,0
1426,Jennifer Morales,xarnold@example.net,62,Female,Loom,15-09-2020,Cancellation request,Account access,Open,,Low,Chat,,,,CUST08040,Technology,Asia-Pacific,1000+,Standard,2020-06-13,5,32,58,356,12.2,2.6,15,11,-1.0000000000000002,-0.6000000000000008,1.8125,6.137931034482759,-0.26666666666666666,,,,,False,,1
1427,Valerie Guerrero,priceedward@example.org,67,Other,Jira,25-10-2020,Technical issue,Device compatibility issue,Closed,Pm market necessary Mrs.,Critical,Social media,01-06-2023 16:40,01-06-2023 07:33,3.0,CUST05970,Retail,Australia & New Zealand,51-200,Free,2019-05-04,5,41,80,485,9.0,1.0,17,13,-0.8000000000000028,-0.30000000000000093,1.951219512195122,6.0625,-0.23529411764705882,2023-06-01 16:40:00,2023-06-01 07:33:00,4.076659822039699,-9.116666666666667,False,,0
1428,Mary Yates,brett23@example.org,58,Other,Confluence,16-12-2020,Technical issue,Network problem,Closed,Hotel crime well.,High,Email,01-06-2023 09:54,01-06-2023 07:54,5.0,CUST00801,Media & Communications,North America,51-200,Enterprise,2020-02-17,5,57,118,669,12.2,6.0,28,23,-1.7000000000000015,-0.9000000000000006,2.0701754385964914,5.669491525423729,-0.17857142857142858,2023-06-01 09:54:00,2023-06-01 07:54:00,3.2854209445585214,-2.0,False,,0
1429,Elizabeth Peterson,pearsontiffany@example.net,32,Male,Confluence,27-09-2020,Technical issue,Product recommendation,Open,,Medium,Chat,,,,CUST05845,Technology,North America,11-50,Premium,2019-07-25,5,22,43,306,10.6,4.0,5,9,0.09999999999999941,0.09999999999999987,1.9545454545454546,7.116279069767442,0.8,,,,,False,,0
1430,Nicole Carpenter,josephnash@example.org,51,Male,Jira,05-09-2021,Billing inquiry,Software bug,Pending Customer Response,,Medium,Phone,01-06-2023 05:07,,,CUST03772,Professional Services,Europe,201-500,Free,2021-03-11,5,57,125,626,13.4,0.6,24,26,0.19999999999999812,0.09999999999999923,2.192982456140351,5.008,0.08333333333333333,2023-06-01 05:07:00,,2.223134839151266,,False,,0
1431,Jeremy Jones,nancyjames@example.com,52,Male,Jira,26-02-2020,Billing inquiry,Product compatibility,Open,,Critical,Email,,,,CUST05374,Manufacturing,North America,201-500,Enterprise,2020-01-01,5,68,134,890,13.4,5.4,28,32,-0.20000000000000526,-0.30000000000000177,1.9705882352941178,6.641791044776119,0.14285714285714285,,,,,False,,0
1432,Teresa Hughes,johnedwards@example.org,67,Other,Trello,28-02-2020,Refund request,Product setup,Open,,Medium,Email,,,,CUST03616,Healthcare,Europe,1000+,Standard,2019-01-12,5,93,188,1317,14.2,1.6,35,40,0.39999999999999925,-0.20000000000000148,2.021505376344086,7.00531914893617,0.14285714285714285,,,,,False,,1
1433,Sarah Livingston,ysmith@example.org,30,Other,Trello,21-04-2020,Billing inquiry,Email delivery problem,Closed,Sometimes very pass billion level the study everybody.,Low,Phone,01-06-2023 15:28,01-06-2023 12:16,2.0,CUST08199,Manufacturing,Europe,11-50,Free,2019-05-04,5,23,46,224,11.6,0.8,9,6,-0.3000000000000003,-0.20000000000000015,2.0,4.869565217391305,-0.3333333333333333,2023-06-01 15:28:00,2023-06-01 12:16:00,4.076659822039699,-3.2,False,,0
1434,Anthony Murray,staceymorton@example.com,33,Other,Loom,19-10-2020,Refund request,Product recommendation,Closed,Loss as build science voice society.,Low,Email,01-06-2023 12:19,01-06-2023 07:23,1.0,CUST06939,Government & Public Sector,Asia-Pacific,11-50,Premium,2019-05-19,5,44,87,486,9.2,4.6,16,14,-0.6000000000000021,-0.3000000000000007,1.9772727272727273,5.586206896551724,-0.125,2023-06-01 12:19:00,2023-06-01 07:23:00,4.035592060232717,-4.933333333333334,False,,1
1435,Kevin Brooks,brianmyers@example.org,46,Male,Trello,12-04-2020,Billing inquiry,Email delivery problem,Closed,Yourself but scene lawyer certainly east.,Medium,Email,01-06-2023 19:28,01-06-2023 21:16,5.0,CUST00850,Technology,Australia & New Zealand,51-200,Premium,2019-08-01,5,31,62,386,13.8,3.4,11,11,-0.5000000000000022,1.5390554373297294e-16,2.0,6.225806451612903,0.0,2023-06-01 19:28:00,2023-06-01 21:16:00,3.8329911019849416,1.8,True,1.8,0
1436,Mrs. Morgan Murphy,jonmack@example.net,62,Female,Bitbucket,26-10-2020,Refund request,Integration,Pending Customer Response,,Medium,Email,01-06-2023 12:51,,,CUST03724,Technology,Asia-Pacific,51-200,Standard,2019-05-02,5,23,52,299,11.6,3.4,10,9,0.0999999999999989,-0.10000000000000038,2.260869565217391,5.75,-0.1,2023-06-01 12:51:00,,4.082135523613963,,False,,1
1437,Kelli Terrell,rfowler@example.net,27,Female,Loom,21-04-2020,Billing inquiry,Device compatibility issue,Pending Customer Response,,Low,Social media,01-06-2023 06:02,,,CUST06210,Financial Services,Europe,1-10,Premium,2020-01-25,5,75,147,1011,14.4,5.0,30,32,0.39999999999999625,0.6999999999999981,1.96,6.877551020408164,0.06666666666666667,2023-06-01 06:02:00,,3.34839151266256,,False,,0
1438,Jill Weeks,ashley52@example.com,63,Other,Loom,22-01-2021,Refund request,Installation support,Pending Customer Response,,Critical,Email,01-06-2023 07:34,,,CUST00453,Financial Services,Asia-Pacific,201-500,Premium,2020-11-21,5,38,78,543,12.0,5.4,15,17,0.2999999999999989,0.19999999999999937,2.0526315789473686,6.961538461538462,0.13333333333333333,2023-06-01 07:34:00,,2.524298425735797,,False,,1
1439,Whitney Cox,barnesandrew@example.com,24,Female,Trello,26-09-2020,Cancellation request,Refund request,Open,,Low,Phone,,,,CUST00542,Manufacturing,Asia-Pacific,51-200,Free,2020-06-27,5,14,30,193,8.4,0.8,4,7,0.4000000000000002,0.2999999999999999,2.142857142857143,6.433333333333334,0.75,,,,,False,,1
1440,Bruce Wilcox,rodriguezangela@example.com,36,Male,Bitbucket,08-06-2020,Product inquiry,Loading issue,Open,,Critical,Phone,,,,CUST06426,Technology,Australia & New Zealand,11-50,Free,2019-07-07,5,32,73,404,12.0,0.6,12,14,0.39999999999999925,0.2999999999999991,2.28125,5.534246575342466,0.16666666666666666,,,,,False,,0
1441,Kathryn Avery,nicoleburgess@example.net,23,Female,Confluence,23-06-2020,Billing inquiry,Email delivery problem,Open,,Low,Phone,,,,CUST05516,Retail,North America,1000+,Free,2019-11-14,5,27,50,287,9.8,0.8,9,11,1.0999999999999999,0.3999999999999996,1.8518518518518519,5.74,0.2222222222222222,,,,,False,,0
1442,Dalton Li,pcortez@example.com,22,Female,Confluence,12-04-2020,Product inquiry,Refund request,Open,,High,Email,,,,CUST05841,Manufacturing,North America,11-50,Premium,2019-08-19,5,81,161,1008,15.2,3.8,29,35,1.499999999999998,0.29999999999999905,1.9876543209876543,6.260869565217392,0.20689655172413793,,,,,False,,0
1443,Charlotte Doyle,ifields@example.com,19,Female,Jira,28-08-2020,Product inquiry,Refund request,Pending Customer Response,,Low,Social media,01-06-2023 10:41,,,CUST03021,Professional Services,North America,501-1000,Premium,2019-10-24,5,17,40,210,10.2,3.6,7,8,0.29999999999999927,-0.10000000000000031,2.3529411764705883,5.25,0.14285714285714285,2023-06-01 10:41:00,,3.6030116358658453,,False,,0
1444,Jessica Vaughn,dhaas@example.net,29,Male,Loom,16-09-2020,Technical issue,Product recommendation,Closed,Feel court lot how suddenly history dinner prepare.,Critical,Chat,01-06-2023 15:43,01-06-2023 18:43,3.0,CUST01862,Education,Australia & New Zealand,51-200,Standard,2020-06-17,5,42,83,528,10.8,2.2,20,15,-1.400000000000002,-0.900000000000001,1.9761904761904763,6.36144578313253,-0.25,2023-06-01 15:43:00,2023-06-01 18:43:00,2.954140999315537,3.0,True,3.0,0
1445,Lisa Thompson,woodwardsandra@example.com,63,Male,Confluence,08-11-2020,Refund request,Email delivery problem,Closed,Lead cut lot ago.,Low,Social media,01-06-2023 07:15,01-06-2023 16:09,3.0,CUST08001,Education,Australia & New Zealand,1000+,Standard,2020-09-24,5,32,59,383,11.0,2.6,13,4,-1.6000000000000008,-0.8000000000000006,1.84375,6.491525423728813,-0.6923076923076923,2023-06-01 07:15:00,2023-06-01 16:09:00,2.6830937713894594,8.9,True,8.9,1
1446,John Gray,hhamilton@example.net,25,Male,Bitbucket,24-02-2021,Billing inquiry,Device compatibility issue,Pending Customer Response,,High,Social media,01-06-2023 10:55,,,CUST02853,Professional Services,Other,501-1000,Free,2020-11-30,5,35,65,304,13.0,1.2,10,14,0.5999999999999992,0.29999999999999954,1.8571428571428572,4.676923076923077,0.4,2023-06-01 10:55:00,,2.4996577686516086,,False,,0
1447,Julie Arellano,xbrown@example.com,32,Male,Trello,24-06-2021,Billing inquiry,Integration,Open,,High,Chat,,,,CUST08045,Financial Services,Europe,51-200,Premium,2020-01-26,5,48,95,573,11.0,4.4,24,18,-2.2000000000000046,-1.4000000000000024,1.9791666666666667,6.031578947368421,-0.25,,,,,False,,0
1448,Tristan Parker,karina98@example.net,23,Female,Trello,26-03-2020,Refund request,Integration,Open,,High,Social media,,,,CUST03934,Healthcare,Australia & New Zealand,51-200,Standard,2019-05-20,5,96,196,1197,12.0,2.4,46,41,-1.2000000000000006,0.0999999999999988,2.0416666666666665,6.107142857142857,-0.10869565217391304,,,,,False,,1
1449,Jack Fox,jaimematthews@example.net,64,Female,Loom,20-05-2021,Billing inquiry,Product setup,Pending Customer Response,,Medium,Social media,01-06-2023 05:57,,,CUST03139,Professional Services,Asia-Pacific,1-10,Premium,2019-11-30,5,25,45,318,8.6,3.4,1,14,2.7,1.5000000000000002,1.8,7.066666666666666,13.0,2023-06-01 05:57:00,,3.5017111567419574,,False,,0
1450,Jason Page,rmarshall@example.org,24,Female,Bitbucket,12-01-2020,Product inquiry,Software bug,Pending Customer Response,,Medium,Chat,01-06-2023 07:01,,,CUST06308,Technology,Australia & New Zealand,11-50,Standard,2019-12-26,5,108,214,1357,15.8,2.2,42,46,0.6999999999999954,-0.2999999999999992,1.9814814814814814,6.341121495327103,0.09523809523809523,2023-06-01 07:01:00,,3.430527036276523,,False,,0
1451,John Brown,maxwellrobinson@example.org,69,Male,Trello,03-08-2021,Cancellation request,Payment issue,Closed,Relate as pull treat upon him growth.,High,Email,01-06-2023 15:20,01-06-2023 09:38,2.0,CUST04871,Education,North America,1000+,Free,2021-04-07,5,14,26,115,6.4,0.8,6,3,-0.8000000000000006,-0.3000000000000004,1.8571428571428572,4.423076923076923,-0.5,2023-06-01 15:20:00,2023-06-01 09:38:00,2.1492128678986995,-5.7,False,,1
1452,John Morgan,whiteandrea@example.net,27,Other,Bitbucket,21-08-2020,Billing inquiry,Loading issue,Pending Customer Response,,Critical,Chat,31-05-2023 23:15,,,CUST07850,Media & Communications,Other,1-10,Standard,2020-02-06,5,77,161,791,12.2,2.2,37,29,-2.2000000000000033,-1.300000000000002,2.090909090909091,4.913043478260869,-0.21621621621621623,2023-05-31 23:15:00,,3.3127994524298425,,False,,0
1453,Shane Rodriguez,bergbarbara@example.org,35,Other,Loom,13-02-2021,Cancellation request,Product setup,Closed,Almost up every total.,Critical,Social media,01-06-2023 18:13,01-06-2023 14:30,4.0,CUST00630,Professional Services,Australia & New Zealand,501-1000,Free,2020-08-17,5,24,45,238,8.2,0.4,10,8,-0.500000000000001,-0.10000000000000048,1.875,5.288888888888889,-0.2,2023-06-01 18:13:00,2023-06-01 14:30:00,2.7871321013004793,-3.716666666666667,False,,1
1454,Todd Hart,brownadam@example.com,37,Other,Jira,01-08-2020,Billing inquiry,Software bug,Open,,Critical,Social media,,,,CUST00894,Manufacturing,North America,51-200,Standard,2019-10-05,5,104,197,1117,15.4,2.8,34,41,1.2999999999999974,-1.0639719968378714e-15,1.8942307692307692,5.67005076142132,0.20588235294117646,,,,,False,,0
1455,Juan Mendoza,david36@example.com,64,Other,Trello,22-05-2020,Refund request,Product setup,Pending Customer Response,,Medium,Phone,01-06-2023 20:30,,,CUST01659,Financial Services,Australia & New Zealand,11-50,Standard,2019-09-16,5,45,87,532,11.4,1.6,19,20,0.6999999999999991,-0.3000000000000003,1.9333333333333333,6.114942528735632,0.05263157894736842,2023-06-01 20:30:00,,3.707049965776865,,False,,1
1456,Sandra Perez,escobarbrooke@example.org,55,Female,Confluence,18-08-2021,Cancellation request,Software bug,Open,,Medium,Social media,,,,CUST02228,Professional Services,North America,1000+,Free,2021-05-16,5,12,21,95,7.8,1.2,7,7,-0.3000000000000009,-0.10000000000000034,1.75,4.523809523809524,0.0,,,,,False,,1
1457,Nicholas Martinez,raycarney@example.net,34,Other,Loom,10-04-2020,Billing inquiry,Installation support,Closed,Down call hit appear theory.,High,Social media,01-06-2023 14:25,01-06-2023 20:15,5.0,CUST06123,Technology,Australia & New Zealand,1000+,Standard,2019-02-16,5,51,100,556,13.6,1.6,19,18,0.39999999999999963,0.7999999999999992,1.9607843137254901,5.56,-0.05263157894736842,2023-06-01 14:25:00,2023-06-01 20:15:00,4.287474332648871,5.833333333333333,True,5.833333333333333,0
1458,Robert Bradley,jesus62@example.com,29,Female,Confluence,08-09-2020,Refund request,Refund request,Closed,Discuss while consider.,Low,Phone,01-06-2023 07:26,01-06-2023 15:27,2.0,CUST03494,Technology,Australia & New Zealand,1-10,Standard,2019-06-03,5,32,58,384,11.0,1.2,11,14,0.4999999999999991,0.39999999999999963,1.8125,6.620689655172414,0.2727272727272727,2023-06-01 07:26:00,2023-06-01 15:27:00,3.994524298425736,8.016666666666667,True,8.016666666666667,1
1459,Desiree Ramos,nguyenjerome@example.net,35,Female,Bitbucket,26-09-2020,Billing inquiry,Refund request,Pending Customer Response,,Critical,Phone,01-06-2023 12:53,,,CUST05454,Education,North America,201-500,Enterprise,2020-04-09,5,59,107,574,11.0,7.4,24,16,-1.2000000000000035,-0.30000000000000093,1.8135593220338984,5.364485981308412,-0.3333333333333333,2023-06-01 12:53:00,,3.143052703627652,,False,,0
1460,Robert Mcintosh,danielshaley@example.org,41,Other,Bitbucket,04-12-2021,Product inquiry,Network problem,Open,,Low,Email,,,,CUST01618,Media & Communications,Australia & New Zealand,501-1000,Standard,2020-07-22,5,73,143,960,12.6,2.6,30,29,-0.20000000000000237,-0.40000000000000047,1.9589041095890412,6.713286713286713,-0.03333333333333333,,,,,False,,0
1461,Shirley Howard,fmiller@example.org,52,Other,Loom,06-03-2020,Billing inquiry,Data loss,Pending Customer Response,,Low,Chat,01-06-2023 15:54,,,CUST02345,Other,Other,1-10,Free,2020-02-10,5,35,69,456,13.2,0.6,16,14,-0.4000000000000016,-0.8000000000000003,1.9714285714285715,6.608695652173913,-0.125,2023-06-01 15:54:00,,3.3045859000684463,,False,,0
